Name;Metric;Value;Agrupation;Column77
Number of \Declaration FINAL_APPROVED by SUPERVISOR\ made per year;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of \Declaration REJECTED by PRE_APPROVER\ that lead to a re-submission and eventually \Declaration FINAL_APPROVED by SUPERVISOR\;Percentage of 'Declaration REJECTED by PRE_APPROVER' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.01;;B
Number of \Declaration FINAL_APPROVED by SUPERVISOR\ in relation to \Declaration APPROVED by ADMINISTRATION\;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities for cases where activity 'Declaration APPROVED by ADMINISTRATION' occurs;7924;;B
Percentage of \Declaration FINAL_APPROVED by SUPERVISOR\;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all cases;0.96;;A
Number of times \Declaration FINAL_APPROVED by SUPERVISOR\ is performed;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities;10131;;A
Percentage of \Declaration FINAL_APPROVED by SUPERVISOR\ done after \Declaration APPROVED by ADMINISTRATION\;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration APPROVED by ADMINISTRATION';0.99;;B
Average number of \Declaration FINAL_APPROVED by SUPERVISOR\ per month;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Percentage of \Declaration FINAL_APPROVED by SUPERVISOR\ with an increment in \case:Amount\ compared to \Declaration SUBMITTED by EMPLOYEE\;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""case:Amount > case:Amount at 'Declaration SUBMITTED by EMPLOYEE'""}";;;C
Percentage of \Declaration FINAL_APPROVED by SUPERVISOR\ with appeal;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Appeal';;;D
Average number of \Declaration APPROVED by ADMINISTRATION\ that are followed by \Declaration FINAL_APPROVED by SUPERVISOR\;the average of the number of times `ACTIVITY` == 'Declaration APPROVED by ADMINISTRATION' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` == 'Declaration FINAL_APPROVED by SUPERVISOR';0.81;;B
Percentage of \Declaration FINAL_APPROVED by SUPERVISOR\ with penalty;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Penalty';;;D
Average number of \Declaration FINAL_APPROVED by SUPERVISOR\ in a month;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total \Declaration FINAL_APPROVED by SUPERVISOR\ done by \org:resource\;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities grouped by the last value of org:resource;STAFF MEMBER:29;"{""STAFF MEMBER"":29,""SYSTEM"":10102}";A
Total \Declaration FINAL_APPROVED by SUPERVISOR\ done by \org:resource\;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities grouped by the last value of org:resource;SYSTEM:10102;"{""STAFF MEMBER"":29,""SYSTEM"":10102}";A
Fraction of \Declaration FINAL_APPROVED by SUPERVISOR\ that are dismissed;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration REJECTED by SUPERVISOR';0.73;;B
Total \Declaration FINAL_APPROVED by SUPERVISOR\ performed by \org:resource\;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities grouped by the last value of org:resource;STAFF MEMBER:29;"{""STAFF MEMBER"":29,""SYSTEM"":10102}";A
Total \Declaration FINAL_APPROVED by SUPERVISOR\ performed by \org:resource\;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities grouped by the last value of org:resource;SYSTEM:10102;"{""STAFF MEMBER"":29,""SYSTEM"":10102}";A
Ratio of \Declaration FINAL_APPROVED by SUPERVISOR\ over \Declaration SUBMITTED by EMPLOYEE\;Percentage of 'Declaration FINAL_APPROVED by SUPERVISOR' out of all 'Declaration SUBMITTED by EMPLOYEE';0.97;;B
Occasions how often the \Declaration FINAL_APPROVED by SUPERVISOR\ is performed;Number of 'Declaration FINAL_APPROVED by SUPERVISOR' activities;10131;;A
The ratio of \Declaration FINAL_APPROVED by SUPERVISOR\ that are not eventually performed due to rejection at any stage;"ERROR: computing metric {'count': ""activity == 'Declaration FINAL_APPROVED by SUPERVISOR'"", 'metric_condition': '> 0', 'aggregation': 'percentage', 'filter': ""activity == 'Declaration REJECTED by SUPERVISOR' or activity == 'Declaration REJECTED by ADMINISTRATION' or activity == 'Declaration REJECTED by PRE_APPROVER' or activity == 'Declaration REJECTED by BUDGET OWNER' or activity == 'Declaration REJECTED by EMPLOYEE' or activity == 'Declaration REJECTED by MISSING'""}";;;C
