Name;Metric;Value;Agrupation;Colonna77
Minimum time until Request Payment after Declaration FINAL_APPROVED by SUPERVISOR;The minimum of the duration between activity 'Declaration FINAL_APPROVED by SUPERVISOR' and activity 'Request Payment';0 days 00:00:00;;A
Average time from Declaration FINAL_APPROVED by SUPERVISOR to Payment Handled;The average of the duration between activity 'Declaration FINAL_APPROVED by SUPERVISOR' and activity 'Payment Handled';6 days 22:05:25.988449;;A
Total time from Declaration FINAL_APPROVED by SUPERVISOR to Payment Handled;The sum of the duration between activity 'Declaration FINAL_APPROVED by SUPERVISOR' and activity 'Payment Handled';69495 days 01:19:36;;A
Minimum time from Declaration FINAL_APPROVED by SUPERVISOR to Payment Handled;The minimum of the duration between activity 'Declaration FINAL_APPROVED by SUPERVISOR' and activity 'Payment Handled';0 days 23:36:15;;A
Average time between Declaration FINAL_APPROVED by SUPERVISOR and next Declaration SUBMITTED by EMPLOYEE;The average of the duration between activity 'Declaration FINAL_APPROVED by SUPERVISOR' and activity 'Declaration SUBMITTED by EMPLOYEE';22 days 05:34:23.603448;;A
Total resolution time of Declaration FINAL_APPROVED by SUPERVISOR for cases with Declaration REJECTED by PRE_APPROVER;The sum of the duration between activity 'Declaration REJECTED by PRE_APPROVER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';841 days 20:12:47;;B
Average time for Declaration FINAL_APPROVED by SUPERVISOR in cases where Declaration APPROVED by PRE_APPROVER precedes it;The average of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';2 days 17:55:44.241327;;A
Total time for Declaration FINAL_APPROVED by SUPERVISOR in cases where Declaration APPROVED by PRE_APPROVER precedes it;The sum of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';1821 days 06:53:52;;A
Minimum time for Declaration FINAL_APPROVED by SUPERVISOR in cases where Declaration APPROVED by PRE_APPROVER precedes it;The minimum of the duration between activity 'Declaration APPROVED by PRE_APPROVER' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';0 days 00:00:26;;A
Average time for Declaration FINAL_APPROVED by SUPERVISOR in cases directly following Declaration REJECTED by ADMINISTRATION;The average of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';10 days 12:52:47.882075;;A
Total time for Declaration FINAL_APPROVED by SUPERVISOR in cases directly following Declaration REJECTED by ADMINISTRATION;The sum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';6701 days 07:39:33;;A
Minimum time for Declaration FINAL_APPROVED by SUPERVISOR in cases directly following Declaration REJECTED by ADMINISTRATION;The minimum of the duration between activity 'Declaration REJECTED by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';0 days 00:17:47;;A
