Name;Metric;Value;Agrupation;Colonna77
Average time for \Declaration APPROVED by ADMINISTRATION\ grouped by org:role;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case grouped by the last value of org:role;SUPERVISOR:5 days 23:39:30.500000;"{""ADMINISTRATION"":null,""EMPLOYEE"":1212853258,""MISSING"":null,""SUPERVISOR"":517170500,""UNDEFINED"":824069599}";B
Average time for \Declaration APPROVED by ADMINISTRATION\ grouped by org:role;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case grouped by the last value of org:role;UNDEFINED:9 days 12:54:29.599924;"{""ADMINISTRATION"":null,""EMPLOYEE"":1212853258,""MISSING"":null,""SUPERVISOR"":517170500,""UNDEFINED"":824069599}";B
Total time for \Declaration APPROVED by ADMINISTRATION\ grouped by case:BudgetNumber;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case grouped by the last value of case:BudgetNumber;budget 86566:76387 days 09:04:32;"{""budget 86566"":6599869472000}";B
Average waiting time to the \Declaration APPROVED by ADMINISTRATION\;The average of the duration between the start of the case and activity 'Declaration APPROVED by ADMINISTRATION';2 days, 14:16:11.181887;;B
Total waiting time to the \Declaration APPROVED by ADMINISTRATION\;The sum of the duration between the start of the case and activity 'Declaration APPROVED by ADMINISTRATION';20712 days, 11:35:45;;B
Average time from \Declaration APPROVED by ADMINISTRATION\ to \Payment Handled\ in cases where \Declaration REJECTED by PRE_APPROVER\ occurs;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Payment Handled';5 days, 19:22:11;;B
Total time from \Declaration APPROVED by ADMINISTRATION\ to \Payment Handled\ in variants involving \Declaration REJECTED by PRE_APPROVER\;The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Payment Handled';11 days, 14:44:22;;B
Minimum time it takes \Declaration APPROVED by ADMINISTRATION\ to be done in cases leading to \Declaration FINAL_APPROVED by SUPERVISOR\;The minimum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';00:00:13;;A
Average time between \Declaration APPROVED by ADMINISTRATION\ and the next activity in the process flow;The average of the duration between activity Declaration APPROVED by ADMINISTRATION and the end of the case;9 days, 13:39:00.507579;;B
Total time for \Declaration APPROVED by ADMINISTRATION\ in cases where the process variant includes \Declaration APPROVED by BUDGET OWNER\;The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case where activity 'Declaration APPROVED by BUDGET OWNER occurs;33282 days, 14:32:08;;B
Minimum time between \Declaration APPROVED by ADMINISTRATION\ and \Declaration FINAL_APPROVED by SUPERVISOR\ across all variants;The minimum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';00:00:13;;A
Average time from \Declaration APPROVED by ADMINISTRATION\ to \Declaration REJECTED by PRE_APPROVER\ to identify bottlenecks leading to rejections;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Total time from \Declaration APPROVED by ADMINISTRATION\ to \Declaration REJECTED by PRE_APPROVER\ to measure impact on process duration;The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
