Name;Metric;Value;Agrupation;Colonna77
Average time for Declaration APPROVED by ADMINISTRATION grouped by org:role;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case grouped by the last value of org:role;SUPERVISOR:5 days 23:39:30.500000;"{""ADMINISTRATION"":null,""EMPLOYEE"":1212853258,""MISSING"":null,""SUPERVISOR"":517170500,""UNDEFINED"":824069599}";A
Average time for Declaration APPROVED by ADMINISTRATION grouped by org:role;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and the end of case grouped by the last value of org:role;UNDEFINED:9 days 12:54:29.599924;"{""ADMINISTRATION"":null,""EMPLOYEE"":1212853258,""MISSING"":null,""SUPERVISOR"":517170500,""UNDEFINED"":824069599}";A
Total time from Declaration APPROVED by ADMINISTRATION to Payment Handled;The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Payment Handled';75549 days, 6:01:41;;A
Average waiting time to Declaration APPROVED by ADMINISTRATION after Declaration SUBMITTED by EMPLOYEE;The average of the duration between activity 'Declaration SUBMITTED by EMPLOYEE' and activity 'Declaration APPROVED by ADMINISTRATION';2 days, 14:16:11.181887;;B
Total time for Declaration APPROVED by ADMINISTRATION in cases where the next activity is Declaration REJECTED by PRE_APPROVER;The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Minimum resolution time of Declaration APPROVED by ADMINISTRATION in cases leading to Request Payment;The minimum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Request Payment';00:01:24;;B
Average time from Declaration APPROVED by ADMINISTRATION to Declaration APPROVED by BUDGET OWNER;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration APPROVED by BUDGET OWNER';2 days, 4:45:27.467047;;A
Total time for Declaration APPROVED by ADMINISTRATION in cases ending with Payment Handled without Declaration REJECTED by PRE_APPROVER;The sum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Payment Handled';75549 days, 6:01:41;;B
Average time between Declaration APPROVED by ADMINISTRATION and Declaration REJECTED by SUPERVISOR;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration REJECTED by SUPERVISOR';2 days, 23:21:07.299539;;A
Minimum time it takes Declaration APPROVED by ADMINISTRATION to be done before Declaration FINAL_APPROVED by SUPERVISOR;The minimum of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration FINAL_APPROVED by SUPERVISOR';00:00:13;;A
Average time for Declaration APPROVED by ADMINISTRATION in cases with Declaration REJECTED by PRE_APPROVER;The average of the duration between activity 'Declaration APPROVED by ADMINISTRATION' and activity 'Declaration REJECTED by PRE_APPROVER';;;D
Total time from Declaration APPROVED by ADMINISTRATION to the next activity in the process;The sum of the duration between activity Declaration APPROVED by ADMINISTRATION and the end of the case;76387 days, 9:04:32;;B
