Name;Metric;Value;Agrupation;Column77
Number of 'Declaration APPROVED by ADMINISTRATION' grouped by 'org:role';Number of 'Declaration APPROVED by ADMINISTRATION' activities grouped by the last value of org:role;UNDEFINED:8138;"{""ADMINISTRATION"":0,""EMPLOYEE"":60,""MISSING"":0,""SUPERVISOR"":4,""UNDEFINED"":8138}";A
Percentage of 'Declaration APPROVED by ADMINISTRATION' by worker;Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all cases;0.76;;B
Percentage of 'Declaration APPROVED by ADMINISTRATION' followed by 'Declaration FINAL_APPROVED by SUPERVISOR';Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Declaration FINAL_APPROVED by SUPERVISOR';0.79;;B
Number of 'Declaration APPROVED by ADMINISTRATION' made per year;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by ADMINISTRATION'"", 'aggregation': 'total', 'group_by': 'year'}";;;C
Percentage of 'Declaration APPROVED by ADMINISTRATION' that are followed by 'Payment Handled';Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Payment Handled';0.79;;B
Number of 'Declaration APPROVED by ADMINISTRATION' in relation to 'Declaration REJECTED by PRE_APPROVER';Number of 'Declaration APPROVED by ADMINISTRATION' activities for cases where activity 'Declaration REJECTED by PRE_APPROVER' occurs;2;;B
Percentage of 'Declaration APPROVED by ADMINISTRATION';Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all cases;0.76;;A
Number of times 'Declaration APPROVED by ADMINISTRATION' is performed;Number of 'Declaration APPROVED by ADMINISTRATION' activities;8202;;A
Percentage of 'Declaration APPROVED by ADMINISTRATION' done after 'Declaration SUBMITTED by EMPLOYEE';Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Declaration SUBMITTED by EMPLOYEE';0.77;;B
Average number of 'Declaration APPROVED by ADMINISTRATION' per case;the average of the number of times `ACTIVITY` == 'Declaration APPROVED by ADMINISTRATION';0.78;;A
Percentage of 'Declaration APPROVED by ADMINISTRATION' leading to a successful payment;Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Payment Handled';0.79;;B
Percentage of 'Declaration APPROVED by ADMINISTRATION' in cases with appeal;Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all cases;0.76;;B
Average number of 'Declaration APPROVED by ADMINISTRATION' that are followed by 'Request Payment';the average of the number of times `ACTIVITY` == 'Declaration APPROVED by ADMINISTRATION' filtered by the function ma > 0 where ma is the number of times `ACTIVITY` == 'Request Payment';0.81;;B
Percentage of 'Declaration APPROVED by ADMINISTRATION' in cases with penalty;Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all cases;0.76;;B
Average number of 'Declaration APPROVED by ADMINISTRATION' in a month;"ERROR: computing metric {'count': ""activity == 'Declaration APPROVED by ADMINISTRATION'"", 'aggregation': 'average', 'group_by': 'month'}";;;C
Total 'Declaration APPROVED by ADMINISTRATION' done by 'STAFF MEMBER';Number of 'Declaration APPROVED by ADMINISTRATION' activities == 'STAFF MEMBER' where ma is the last value of org:role;;;D
Fraction of 'Declaration APPROVED by ADMINISTRATION' that lead to 'Payment Handled';Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Payment Handled';0.79;;B
Total 'Declaration APPROVED by ADMINISTRATION' performed by 'ADMINISTRATION';Number of 'Declaration APPROVED by ADMINISTRATION' activities == 'ADMINISTRATION' where ma is the last value of org:role;0;;A
Ratio of 'Declaration APPROVED by ADMINISTRATION' over 'Declaration REJECTED by PRE_APPROVER';Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Declaration REJECTED by PRE_APPROVER';0.02;;B
Occasions how often the 'Declaration APPROVED by ADMINISTRATION' is performed in relation to total declarations;Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all cases where '' does not happen;0.76;;B
The ratio of 'Declaration APPROVED by ADMINISTRATION' that lead to 'Request Payment' versus those that do not;Percentage of 'Declaration APPROVED by ADMINISTRATION' out of all 'Request Payment';0.79;;B
